run_index,sort_order,timestamp,elapsed_time[s],peak_mem_MB,CSLOW_MODE,Allow_BRAM,UseDSP48s,NUM_TERMS,NUM_COPIES,PAR_MODE,repl_index,Slices,Slice-FF,4-LUT,Bonded I/O,DSP48,BRAMs,Syn_minorClk_T,Syn_majorClk_T,Par_minorClk_T,Par_majorClk_T,Syn_minorClk_Freq,Syn_majorClk_Freq,Par_minorClk_Freq,Par_majorClk_Freq,Syn_selClk_T,Par_selClk_T,Syn_selClk_Freq,Par_selClk_Freq,Stream_Freq,Total_Throughput
77,770,Thu Feb  6 04:13:39 2014,200.3647267818451,873.0,MANPIPE,NO,Auto,16,12,VIRT,0,1669,2021,1301,74,43,0,1.3047000000000001e-08,5.480000000000001e-09,1.9132000000000002e-08,3.832e-09,76645972.25415803,182481751.82481748,52268450.76311938,260960334.02922755,1.3047000000000001e-08,1.9132000000000002e-08,76645972.25415803,52268450.76311938,4355704.230259948,52268450.76311938
78,780,Thu Feb  6 04:17:09 2014,215.77241206169128,874.0,MANPIPE,NO,Auto,16,14,VIRT,0,1702,2144,1422,74,43,0,1.3017e-08,5.7510000000000005e-09,1.6924e-08,3.3530000000000003e-09,76822616.57832065,173882802.9907842,59087686.1262113,298240381.7476886,1.3017e-08,1.6924e-08,76822616.57832065,59087686.1262113,4220549.009015093,59087686.1262113
79,790,Thu Feb  6 05:37:24 2014,215.06487393379211,870.0,MANPIPE,NO,Auto,16,16,VIRT,0,1616,1995,1361,74,43,0,1.1486000000000001e-08,5.962e-09,1.6278e-08,3.988e-09,87062510.88281386,167728950.0167729,61432608.42855388,250752256.77031094,1.1486000000000001e-08,1.6278e-08,87062510.88281386,61432608.42855388,3839538.0267846175,61432608.42855388
80,800,Thu Feb  6 05:41:09 2014,230.7984321117401,889.0,MANPIPE,NO,Auto,16,20,VIRT,0,2783,3386,1678,74,43,0,9.055e-09,6.305e-09,1.2096000000000001e-08,4.719000000000001e-09,110436223.08117062,158604282.3156225,82671957.67195766,211909302.8183937,9.055e-09,1.2096000000000001e-08,110436223.08117062,82671957.67195766,4133597.883597883,82671957.67195766
81,810,Thu Feb  6 05:45:09 2014,225.18013405799866,882.0,MANPIPE,NO,Auto,16,24,VIRT,0,2391,2640,1838,74,43,0,8.895e-09,6.803000000000001e-09,1.4018000000000002e-08,4.611e-09,112422709.38729624,146993973.24709687,71336852.61806248,216872695.7276079,8.895e-09,1.4018000000000002e-08,112422709.38729624,71336852.61806248,2972368.8590859366,71336852.61806248
82,820,Thu Feb  6 06:10:39 2014,243.5181040763855,889.0,MANPIPE,NO,Auto,16,28,VIRT,0,2762,3008,2222,74,43,0,8.895e-09,7.190000000000001e-09,1.2442000000000001e-08,5.77e-09,112422709.38729624,139082058.4144645,80372930.39704226,173310225.3032929,8.895e-09,1.2442000000000001e-08,112422709.38729624,80372930.39704226,2870461.7998943664,80372930.39704226
83,830,Thu Feb  6 06:39:24 2014,178.73726797103882,853.0,MANPIPE,NO,Auto,20,1,VIRT,0,331,199,434,58,55,0,1.48744e-07,3.3060000000000004e-09,1.7010900000000003e-07,2.5470000000000004e-09,6722960.253858979,302480338.7779794,5878583.73160738,392618767.177071,1.48744e-07,1.7010900000000003e-07,6722960.253858979,5878583.73160738,5878583.73160738,5878583.73160738
84,840,Thu Feb  6 06:42:24 2014,174.47397708892822,846.0,MANPIPE,NO,Auto,20,1,REPL,0,272,141,356,57,55,0,,1.4878100000000001e-07,,1.6781600000000003e-07,,6721288.336548349,,5958907.374743766,1.4878100000000001e-07,1.6781600000000003e-07,6721288.336548349,5958907.374743766,5958907.374743766,5958907.374743766
85,850,Thu Feb  6 06:45:24 2014,179.56862592697144,851.0,MANPIPE,NO,Auto,20,2,VIRT,0,353,237,416,74,55,0,7.5836e-08,3.969e-09,8.828400000000001e-08,3.836e-09,13186349.491006909,251952632.90501386,11327080.784740156,260688216.89259642,7.5836e-08,8.828400000000001e-08,13186349.491006909,11327080.784740156,5663540.392370078,11327080.784740156
86,860,Thu Feb  6 07:33:54 2014,185.74649095535278,852.0,MANPIPE,NO,Auto,20,3,VIRT,0,513,369,493,74,55,0,5.0787000000000003e-08,4.154e-09,5.926400000000001e-08,3.837000000000001e-09,19690078.169610333,240731824.74723157,16873650.10799136,260620276.25749278,5.0787000000000003e-08,5.926400000000001e-08,19690078.169610333,16873650.10799136,5624550.03599712,16873650.10799136
87,870,Thu Feb  6 07:39:39 2014,184.34383893013,853.0,MANPIPE,NO,Auto,20,4,VIRT,0,602,468,560,74,55,0,3.941e-08,4.247e-09,4.4054000000000005e-08,4.382e-09,25374270.48972342,235460324.9352484,22699414.355109636,228206298.49383843,3.941e-08,4.4054000000000005e-08,25374270.48972342,22699414.355109636,5674853.588777409,22699414.355109636
88,880,Thu Feb  6 07:51:10 2014,185.7519199848175,856.0,MANPIPE,NO,Auto,20,5,VIRT,0,789,601,729,74,55,0,3.2026000000000005e-08,4.51e-09,3.7092e-08,4.697000000000001e-09,31224629.988134637,221729490.02217293,26959991.37280276,212901852.24611452,3.2026000000000005e-08,3.7092e-08,31224629.988134637,26959991.37280276,5391998.274560552,26959991.37280276
89,890,Thu Feb  6 08:13:53 2014,185.97633814811707,859.0,MANPIPE,NO,Auto,20,6,VIRT,0,826,698,762,74,55,0,2.8225000000000003e-08,4.6020000000000004e-09,3.519700000000001e-08,4.5780000000000005e-09,35429583.70239149,217296827.46631896,28411512.344802108,218435998.25251198,2.8225000000000003e-08,3.519700000000001e-08,35429583.70239149,28411512.344802108,4735252.057467018,28411512.344802108
90,900,Thu Feb  6 13:35:05 2014,191.08786487579346,860.0,MANPIPE,NO,Auto,20,7,VIRT,0,936,826,800,74,55,0,2.4232e-08,4.697000000000001e-09,2.8555e-08,4.997e-09,41267745.130406074,212901852.24611452,35020136.57853266,200120072.04322594,2.4232e-08,2.8555e-08,41267745.130406074,35020136.57853266,5002876.654076094,35020136.57853266
91,910,Thu Feb  6 13:38:20 2014,212.68475699424744,861.0,MANPIPE,NO,Auto,20,8,VIRT,0,899,926,827,74,55,0,2.2797000000000002e-08,4.802e-09,2.9947000000000003e-08,3.851e-09,43865420.88871342,208246563.93169513,33392326.443383306,259672812.25655675,2.2797000000000002e-08,2.9947000000000003e-08,43865420.88871342,33392326.443383306,4174040.8054229133,33392326.443383306
92,920,Thu Feb  6 13:39:35 2014,199.95440101623535,862.0,MANPIPE,NO,Auto,20,9,VIRT,0,1040,1041,842,74,55,0,2.0444e-08,5.070000000000001e-09,2.7444e-08,4.087e-09,48914106.828409314,197238658.7771203,36437837.04999271,244678248.1037436,2.0444e-08,2.7444e-08,48914106.828409314,36437837.04999271,4048648.561110301,36437837.04999271
93,930,Thu Feb  6 13:40:05 2014,229.17034482955933,867.0,MANPIPE,NO,Auto,20,10,VIRT,0,1420,1354,1195,74,55,0,2.0423e-08,5.1630000000000005e-09,2.5153e-08,4.571e-09,48964402.87910689,193685841.56498158,39756689.06293484,218770509.7352877,2.0423e-08,2.5153e-08,48964402.87910689,39756689.06293484,3975668.906293484,39756689.06293484
94,940,Thu Feb  6 13:42:05 2014,224.3472399711609,875.0,MANPIPE,NO,Auto,20,12,VIRT,0,1662,1827,1401,74,55,0,1.6475000000000004e-08,5.432000000000001e-09,2.2388000000000002e-08,3.5950000000000005e-09,60698027.314112276,184094256.2592047,44666785.7780954,278164116.828929,1.6475000000000004e-08,2.2388000000000002e-08,60698027.314112276,44666785.7780954,3722232.148174617,44666785.7780954
95,950,Thu Feb  6 13:43:05 2014,222.9529368877411,881.0,MANPIPE,NO,Auto,20,14,VIRT,0,1828,2359,1542,74,55,0,1.306e-08,5.7510000000000005e-09,1.7886e-08,3.5510000000000002e-09,76569678.40735069,173882802.9907842,55909650.00559097,281610813.855252,1.306e-08,1.7886e-08,76569678.40735069,55909650.00559097,3993546.4289707835,55909650.00559097
96,960,Thu Feb  6 13:46:05 2014,246.19019079208374,884.0,MANPIPE,NO,Auto,20,16,VIRT,0,2232,2702,1677,74,55,0,1.3047000000000001e-08,5.962e-09,1.6835e-08,4.112000000000001e-09,76645972.25415803,167728950.0167729,59400059.400059395,243190661.4785992,1.3047000000000001e-08,1.6835e-08,76645972.25415803,59400059.400059395,3712503.712503712,59400059.400059395
97,970,Thu Feb  6 13:47:20 2014,248.57689690589905,878.0,MANPIPE,NO,Auto,20,20,VIRT,0,1869,2272,1575,74,55,0,1.2044000000000002e-08,6.5980000000000006e-09,1.5089e-08,4.503000000000001e-09,83028894.05513117,151561079.11488327,66273444.23089668,222074172.77370638,1.2044000000000002e-08,1.5089e-08,83028894.05513117,66273444.23089668,3313672.211544834,66273444.23089668
99,990,Thu Feb  6 13:50:53 2014,256.8282120227814,896.0,MANPIPE,NO,Auto,20,28,VIRT,0,2297,3128,2165,74,55,0,9.067000000000001e-09,7.190000000000001e-09,1.1926e-08,4.0060000000000004e-09,110290062.86533582,139082058.4144645,83850410.86701325,249625561.6575137,9.067000000000001e-09,1.1926e-08,110290062.86533582,83850410.86701325,2994657.5309647587,83850410.86701325
98,980,Thu Feb  6 13:50:20 2014,279.4560568332672,904.0,MANPIPE,NO,Auto,20,24,VIRT,0,3184,4066,2327,74,55,0,9.067000000000001e-09,6.803000000000001e-09,1.2284000000000001e-08,4.5210000000000004e-09,110290062.86533582,146993973.24709687,81406707.912732,221190002.2119,9.067000000000001e-09,1.2284000000000001e-08,110290062.86533582,81406707.912732,3391946.1630305,81406707.912732
102,1020,Thu Feb  6 13:56:20 2014,190.97124409675598,852.0,MANPIPE,NO,Auto,24,1,VIRT,0,362,199,493,58,67,0,1.79123e-07,3.3060000000000004e-09,2.04968e-07,2.687e-09,5582755.983318725,302480338.7779794,4878810.35088404,372162262.74655753,1.79123e-07,2.04968e-07,5582755.983318725,4878810.35088404,4878810.35088404,4878810.35088404
100,1000,Thu Feb  6 13:55:05 2014,276.2434239387512,892.0,MANPIPE,NO,Auto,20,32,VIRT,0,3054,3477,1870,74,55,0,8.895e-09,6.629e-09,1.2192000000000001e-08,6.715e-09,112422709.38729624,150852315.5830442,82020997.37532808,148920327.62472078,8.895e-09,1.2192000000000001e-08,112422709.38729624,82020997.37532808,2563156.1679790025,82020997.37532808
103,1030,Thu Feb  6 13:57:37 2014,188.19161200523376,851.0,MANPIPE,NO,Auto,24,1,REPL,0,290,141,415,57,67,0,,1.7916e-07,,2.0572300000000002e-07,,5581603.036392052,,4860905.197765928,1.7916e-07,2.0572300000000002e-07,5581603.036392052,4860905.197765928,4860905.197765928,4860905.197765928
101,1010,Thu Feb  6 13:56:05 2014,301.6405780315399,911.0,MANPIPE,NO,Auto,20,36,VIRT,0,3559,3851,2794,74,55,0,9.067000000000001e-09,5.791e-09,1.5968e-08,4.7100000000000005e-09,110290062.86533582,172681747.5392851,62625250.501002,212314225.05307853,9.067000000000001e-09,1.5968e-08,110290062.86533582,62625250.501002,1739590.2916945,62625250.501002
104,1040,Thu Feb  6 13:59:35 2014,190.01616597175598,855.0,MANPIPE,NO,Auto,24,2,VIRT,0,371,237,455,74,67,0,9.103600000000001e-08,3.969e-09,1.07008e-07,4.035e-09,10984665.4070917,251952632.90501386,9345095.693779904,247831474.59727383,9.103600000000001e-08,1.07008e-07,10984665.4070917,9345095.693779904,4672547.846889952,9345095.693779904
105,1050,Thu Feb  6 13:59:50 2014,201.66094613075256,850.0,MANPIPE,NO,Auto,24,3,VIRT,0,527,369,557,74,67,0,6.238100000000001e-08,4.154e-09,7.0704e-08,3.4430000000000002e-09,16030522.114105254,240731824.74723157,14143471.37361394,290444379.9012489,6.238100000000001e-08,7.0704e-08,16030522.114105254,14143471.37361394,4714490.457871313,14143471.37361394
106,1060,Thu Feb  6 14:01:20 2014,205.40299797058105,859.0,MANPIPE,NO,Auto,24,4,VIRT,0,681,468,621,74,67,0,4.720300000000001e-08,4.247e-09,5.341e-08,5.285000000000001e-09,21185094.16774357,235460324.9352484,18723085.56450103,189214758.75118256,4.720300000000001e-08,5.341e-08,21185094.16774357,18723085.56450103,4680771.391125257,18723085.56450103
107,1070,Thu Feb  6 14:03:20 2014,213.5150969028473,861.0,MANPIPE,NO,Auto,24,5,VIRT,0,800,599,634,74,67,0,3.8694e-08,4.51e-09,4.583700000000001e-08,5.0740000000000005e-09,25843800.07236264,221729490.02217293,21816436.50326155,197083169.09735906,3.8694e-08,4.583700000000001e-08,25843800.07236264,21816436.50326155,4363287.30065231,21816436.50326155
108,1080,Thu Feb  6 14:04:50 2014,201.41963911056519,863.0,MANPIPE,NO,Auto,24,6,VIRT,0,833,698,852,74,67,0,3.2038e-08,4.6020000000000004e-09,4.4026000000000007e-08,3.916e-09,31212934.640114866,217296827.46631896,22713850.90628265,255362614.91317672,3.2038e-08,4.4026000000000007e-08,31212934.640114866,22713850.90628265,3785641.8177137747,22713850.90628265
109,1090,Thu Feb  6 14:18:23 2014,203.81946110725403,864.0,MANPIPE,NO,Auto,24,7,VIRT,0,910,826,873,74,67,0,2.8225000000000003e-08,4.697000000000001e-09,3.8907e-08,3.747e-09,35429583.70239149,212901852.24611452,25702315.77865166,266880170.8033093,2.8225000000000003e-08,3.8907e-08,35429583.70239149,25702315.77865166,3671759.396950237,25702315.77865166
110,1100,Thu Feb  6 14:19:26 2014,209.71446585655212,865.0,MANPIPE,NO,Auto,24,8,VIRT,0,929,926,906,74,67,0,2.7651e-08,4.802e-09,3.8475000000000005e-08,4.226e-09,36165057.32161585,208246563.93169513,25990903.183885638,236630383.341221,2.7651e-08,3.8475000000000005e-08,36165057.32161585,25990903.183885638,3248862.8979857047,25990903.183885638
111,1110,Thu Feb  6 14:20:24 2014,210.75724601745605,867.0,MANPIPE,NO,Auto,24,9,VIRT,0,1155,1058,962,74,67,0,2.4245000000000003e-08,5.070000000000001e-09,3.2037000000000004e-08,4.434e-09,41245617.65312435,197238658.7771203,31213908.917813774,225529995.4894001,2.4245000000000003e-08,3.2037000000000004e-08,41245617.65312435,31213908.917813774,3468212.1019793083,31213908.917813774
112,1120,Thu Feb  6 14:23:08 2014,216.06108498573303,868.0,MANPIPE,NO,Auto,24,10,VIRT,0,1050,1156,998,74,67,0,2.0476e-08,5.1630000000000005e-09,3.0113e-08,4.103e-09,48837663.606173076,193685841.56498158,33208248.929033972,243724104.31391662,2.0476e-08,3.0113e-08,48837663.606173076,33208248.929033972,3320824.8929033973,33208248.929033972
113,1130,Thu Feb  6 14:32:09 2014,230.62825393676758,879.0,MANPIPE,NO,Auto,24,12,VIRT,0,1524,1828,1463,74,67,0,2.0423e-08,5.432000000000001e-09,2.6156e-08,3.448e-09,48964402.87910689,184094256.2592047,38232145.5880104,290023201.8561485,2.0423e-08,2.6156e-08,48964402.87910689,38232145.5880104,3186012.1323342,38232145.5880104
114,1140,Thu Feb  6 14:33:40 2014,252.61158394813538,886.0,MANPIPE,NO,Auto,24,14,VIRT,0,2051,2354,1630,74,67,0,1.6848e-08,5.702e-09,2.2198e-08,4.089000000000001e-09,59354226.02089269,175377060.680463,45049103.5228399,244558571.77794075,1.6848e-08,2.2198e-08,59354226.02089269,45049103.5228399,3217793.1087742783,45049103.5228399
115,1150,Thu Feb  6 14:34:09 2014,231.0032820701599,878.0,MANPIPE,NO,Auto,24,16,VIRT,0,1848,1991,1558,74,67,0,1.534e-08,5.962e-09,2.0857e-08,4.3810000000000005e-09,65189048.239895694,167728950.0167729,47945533.87351968,228258388.4957772,1.534e-08,2.0857e-08,65189048.239895694,47945533.87351968,2996595.86709498,47945533.87351968
116,1160,Thu Feb  6 14:38:09 2014,251.5747001171112,901.0,MANPIPE,NO,Auto,24,20,VIRT,0,2995,3385,1824,74,67,0,1.306e-08,6.5980000000000006e-09,1.7771e-08,5.181e-09,76569678.40735069,151561079.11488327,56271453.49164369,193012931.86643505,1.306e-08,1.7771e-08,76569678.40735069,56271453.49164369,2813572.6745821843,56271453.49164369
117,1170,Thu Feb  6 14:44:09 2014,267.8554549217224,890.0,MANPIPE,NO,Auto,24,24,VIRT,0,2220,2727,1887,74,67,0,1.2059e-08,7.096e-09,1.5696e-08,4.426e-09,82925615.72269674,140924464.48703495,63710499.490316,225937641.21102574,1.2059e-08,1.5696e-08,82925615.72269674,63710499.490316,2654604.1454298333,63710499.490316
118,1180,Thu Feb  6 14:45:39 2014,291.9537811279297,918.0,MANPIPE,NO,Auto,24,28,VIRT,0,3763,4747,2736,74,67,0,9.067000000000001e-09,7.190000000000001e-09,1.1979e-08,4.731e-09,110290062.86533582,139082058.4144645,83479422.32239753,211371803.0014796,9.067000000000001e-09,1.1979e-08,110290062.86533582,83479422.32239753,2981407.940085626,83479422.32239753
119,1190,Thu Feb  6 14:49:45 2014,270.50317096710205,898.0,MANPIPE,NO,Auto,24,32,VIRT,0,3104,3603,1826,74,67,0,9.067000000000001e-09,6.629e-09,1.3309e-08,5.6510000000000004e-09,110290062.86533582,150852315.5830442,75137125.2535878,176959830.1185631,9.067000000000001e-09,1.3309e-08,110290062.86533582,75137125.2535878,2348035.1641746187,75137125.2535878
120,1200,Thu Feb  6 19:01:39 2014,303.7235629558563,917.0,MANPIPE,NO,Auto,24,36,VIRT,0,3400,3974,2759,74,67,0,9.067000000000001e-09,5.791e-09,1.4017e-08,5.097000000000001e-09,110290062.86533582,172681747.5392851,71341941.92765927,196193839.51343924,9.067000000000001e-09,1.4017e-08,110290062.86533582,71341941.92765927,1981720.6091016466,71341941.92765927
121,1210,Thu Feb  6 19:11:41 2014,316.1020350456238,929.0,MANPIPE,NO,Auto,24,40,VIRT,0,3244,4351,3116,74,67,0,9.067000000000001e-09,6.068e-09,1.5851e-08,4.759000000000001e-09,110290062.86533582,164798945.28675017,63087502.36578134,210128178.18869507,9.067000000000001e-09,1.5851e-08,110290062.86533582,63087502.36578134,1577187.5591445335,63087502.36578134
122,1220,Thu Feb  6 19:17:09 2014,337.80258297920227,931.0,MANPIPE,NO,Auto,24,44,VIRT,0,4311,4686,3517,74,67,0,8.895e-09,6.352e-09,1.3024e-08,6.273e-09,112422709.38729624,157430730.47858942,76781326.78132679,159413358.83947074,8.895e-09,1.3024e-08,112422709.38729624,76781326.78132679,1745030.1541210634,76781326.78132679
125,1250,Thu Feb  6 19:23:24 2014,115.32926917076111,821.0,MANPIPE,NO,No,2,1,VIRT,0,189,98,226,58,0,0,9.361000000000002e-09,3.3e-09,1.183e-08,3.4100000000000004e-09,106826193.7827155,303030303.030303,84530853.76162298,293255131.96480936,9.361000000000002e-09,1.183e-08,106826193.7827155,84530853.76162298,84530853.76162298,84530853.76162298
126,1260,Thu Feb  6 19:25:24 2014,110.66337990760803,819.0,MANPIPE,NO,No,2,1,REPL,0,169,77,225,57,0,0,,9.457000000000002e-09,,1.2456e-08,,105741778.57671565,,80282594.73346178,9.457000000000002e-09,1.2456e-08,105741778.57671565,80282594.73346178,80282594.73346178,80282594.73346178
127,1270,Thu Feb  6 19:27:24 2014,117.95742297172546,829.0,MANPIPE,NO,No,2,2,VIRT,0,276,204,263,74,0,0,7.305e-09,4.0060000000000004e-09,8.399e-09,4.304000000000001e-09,136892539.35660505,249625561.6575137,119061793.07060365,232342007.43494418,7.305e-09,8.399e-09,136892539.35660505,119061793.07060365,59530896.53530183,119061793.07060365
128,1280,Thu Feb  6 19:29:24 2014,117.58957004547119,831.0,MANPIPE,NO,No,2,2,REPL,0,327,149,438,73,0,0,,9.457000000000002e-09,,1.2633e-08,,105741778.57671565,,79157761.41850708,9.457000000000002e-09,1.2633e-08,105741778.57671565,79157761.41850708,79157761.41850708,158315522.83701417
129,1290,Thu Feb  6 19:31:24 2014,131.13993382453918,828.0,MANPIPE,NO,No,2,3,VIRT,0,493,440,501,74,0,0,5.723e-09,3.892e-09,7.697000000000001e-09,4.244e-09,174733531.36466888,256937307.2970195,129920748.34351043,235626767.20075402,5.723e-09,7.697000000000001e-09,174733531.36466888,129920748.34351043,43306916.11450348,129920748.34351043
130,1300,Thu Feb  6 20:06:54 2014,124.58523082733154,831.0,MANPIPE,NO,No,2,3,REPL,0,515,239,674,73,0,0,,9.470000000000001e-09,,1.1871000000000001e-08,,105596620.90813093,,84238901.52472411,9.470000000000001e-09,1.1871000000000001e-08,105596620.90813093,84238901.52472411,84238901.52472411,252716704.57417232
131,1310,Thu Feb  6 20:07:55 2014,151.45132303237915,839.0,MANPIPE,NO,No,3,1,VIRT,0,650,107,1117,58,0,0,2.5334e-08,3.3060000000000004e-09,3.4653e-08,3.5350000000000003e-09,39472645.45669851,302480338.7779794,28857530.37255072,282885431.40028286,2.5334e-08,3.4653e-08,39472645.45669851,28857530.37255072,28857530.37255072,28857530.37255072
132,1320,Thu Feb  6 20:09:07 2014,140.04866695404053,845.0,MANPIPE,NO,No,3,1,REPL,0,633,90,1116,57,0,0,,2.5547999999999998e-08,,3.6009e-08,,39142007.20212933,,27770835.069010522,2.5547999999999998e-08,3.6009e-08,39142007.20212933,27770835.069010522,27770835.069010522,27770835.069010522
133,1330,Thu Feb  6 20:10:07 2014,141.87326788902283,848.0,MANPIPE,NO,No,3,2,VIRT,0,822,258,1222,74,0,0,1.3646000000000002e-08,3.969e-09,1.8437e-08,5.831000000000001e-09,73281547.70628755,251952632.90501386,54238759.01719368,171497170.29669008,1.3646000000000002e-08,1.8437e-08,73281547.70628755,54238759.01719368,27119379.50859684,54238759.01719368
134,1340,Thu Feb  6 20:10:37 2014,173.83099007606506,867.0,MANPIPE,NO,No,3,2,REPL,0,1245,171,2220,73,0,0,,2.5371e-08,,3.6794e-08,,39415080.20968823,,27178344.295265533,2.5371e-08,3.6794e-08,39415080.20968823,27178344.295265533,27178344.295265533,54356688.590531066
135,1350,Thu Feb  6 20:11:37 2014,161.48460602760315,849.0,MANPIPE,NO,No,3,3,VIRT,0,991,674,1384,74,0,0,1.1653000000000002e-08,4.154e-09,1.5847e-08,4.792e-09,85814811.63648844,240731824.74723157,63103426.51605982,208681135.22537562,1.1653000000000002e-08,1.5847e-08,85814811.63648844,63103426.51605982,21034475.505353276,63103426.51605982
136,1360,Thu Feb  6 20:12:37 2014,185.48648595809937,884.0,MANPIPE,NO,No,3,3,REPL,0,1859,271,3348,73,0,0,,2.5384e-08,,3.4993e-08,,39394894.42168295,,28577144.000228617,2.5384e-08,3.4993e-08,39394894.42168295,28577144.000228617,28577144.000228617,85731432.00068586
137,1370,Thu Feb  6 20:13:22 2014,160.8462359905243,848.0,MANPIPE,NO,No,3,4,VIRT,0,1031,505,1393,74,0,0,8.215000000000001e-09,4.313e-09,9.669e-09,4.403e-09,121728545.34388313,231857175.97959656,103423311.6144379,227117874.17669773,8.215000000000001e-09,9.669e-09,121728545.34388313,103423311.6144379,25855827.903609473,103423311.6144379
138,1380,Thu Feb  6 20:13:37 2014,206.73818397521973,909.0,MANPIPE,NO,No,3,4,REPL,0,2484,341,4469,73,0,0,,2.5537e-08,,3.7347000000000003e-08,,39158867.52555116,,26775912.38921466,2.5537e-08,3.7347000000000003e-08,39158867.52555116,26775912.38921466,26775912.38921466,107103649.55685864
